StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,0,29.917037963867188,0.03389120101928711,2866.0,32.24578094482422,3,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,1,23.72686195373535,0.020004749298095703,2326.0,23.93732452392578,11,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,2,23.72686195373535,0.022437334060668945,2678.0,23.93732452392578,11,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,3,20.419031143188477,0.02591705322265625,3274.0,20.929676055908203,5,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,4,20.419031143188477,0.027945518493652344,3254.0,20.929676055908203,5,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,5,20.419031143188477,0.026874542236328125,3236.0,20.929676055908203,5,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,6,20.419031143188477,0.030410051345825195,3816.0,20.929676055908203,5,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,7,20.419031143188477,0.06280016899108887,4048.0,20.929676055908203,5,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,8,20.419031143188477,0.03340029716491699,4226.0,20.929676055908203,5,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,9,20.419031143188477,0.04124641418457031,5380.0,20.929676055908203,5,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,10,20.419031143188477,0.045360565185546875,5872.0,20.929676055908203,5,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,11,20.419031143188477,0.0600438117980957,7574.0,20.929676055908203,5,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,12,20.419031143188477,0.08639383316040039,11182.0,20.929676055908203,5,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,13,20.419031143188477,0.08926677703857422,11906.0,20.929676055908203,5,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,14,20.419031143188477,0.11542129516601562,15666.0,20.929676055908203,5,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,15,20.419031143188477,0.14962267875671387,20978.0,20.929676055908203,5,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,16,20.419031143188477,0.16912031173706055,22612.0,20.929676055908203,5,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,17,20.419031143188477,0.1892697811126709,26790.0,20.929676055908203,5,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,18,20.419031143188477,0.2419283390045166,33490.0,20.929676055908203,5,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,19,20.419031143188477,0.29366159439086914,39392.0,20.929676055908203,5,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,20,20.408172607421875,0.23938465118408203,33408.0,20.966243743896484,85,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,21,20.408172607421875,0.2332010269165039,31404.0,20.966243743896484,85,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,22,20.398195266723633,0.296419620513916,34808.0,20.95130157470703,109,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,23,20.398195266723633,0.29027366638183594,37468.0,20.95130157470703,109,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,24,20.384397506713867,0.27267885208129883,35888.0,20.97932243347168,285,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,25,19.487571716308594,0.25708818435668945,34154.0,20.57025146484375,69,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,26,19.487571716308594,0.2653160095214844,33362.0,20.57025146484375,69,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,27,19.487571716308594,0.28323960304260254,35360.0,20.57025146484375,69,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,28,18.937389373779297,0.3334050178527832,39056.0,20.12164306640625,61,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,29,18.937389373779297,0.34088850021362305,38868.0,20.12164306640625,61,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,30,18.937389373779297,0.43012547492980957,38890.0,20.12164306640625,61,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,31,18.937389373779297,0.334522008895874,37656.0,20.12164306640625,61,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,32,18.937389373779297,0.3630044460296631,41130.0,20.12164306640625,61,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,33,18.75189208984375,0.47072458267211914,45984.0,19.576627731323242,1265,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,34,18.75189208984375,0.4840817451477051,49384.0,19.576627731323242,1265,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,35,18.75189208984375,0.5045039653778076,50864.0,19.576627731323242,1265,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,36,18.202035903930664,0.633631706237793,60790.0,19.26157569885254,373,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,37,18.202035903930664,0.6033239364624023,63596.0,19.26157569885254,373,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,38,18.202035903930664,1.5806126594543457,70394.0,19.26157569885254,373,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,39,18.202035903930664,2.0499656200408936,72630.0,19.26157569885254,373,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,40,18.202035903930664,1.995009183883667,74642.0,19.26157569885254,373,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,41,16.953720092773438,2.2832562923431396,81730.0,17.81128692626953,385,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,42,16.953720092773438,2.4739902019500732,92046.0,17.81128692626953,385,1
StandardGP,1bb26989-b1d8-11ef-8b81-6c5d3a0f8f2f,concrete,29,43,16.953720092773438,3.179149866104126,91024.0,17.81128692626953,385,1
